Unnamed: 0,cycle,capacity,SoH,resistance,CCCT,CVCT,CS_Name,result
0,0.5374996700766137,0.1250374135578649,0.6236088788806211,-0.44404187675057755,0.07665965877167329,0.08345260757423258,CS2_35,0.6236089
1,0.5410941009229704,0.0776207674744302,0.6144398882667966,-0.2840666003265066,0.01328540499705572,0.1538803710005415,CS2_35,0.6144399
2,0.5446885317693272,-0.041510569305669404,0.6143322490335292,-0.05474560913916831,-0.004367044957433352,-1.8323241436773716,CS2_35,0.61433226
3,0.548282962615684,-0.11909612561926458,0.614295444081296,0.06638200920387093,-2.9820276384998383,-2.6328520007961864,CS2_35,0.6142954
4,0.5518773934620407,-0.04598774939182745,0.6143632344223715,-0.2593702984487657,0.16199735796282494,-0.5053546803908603,CS2_35,0.61436325
5,0.5554718243083975,-0.045764338098127515,0.6143895089111179,-0.20183261862781257,0.06109101808530785,-0.038771159998357285,CS2_35,0.6143895
6,0.5590662551547543,-0.07738162568342462,0.6143912479337321,-0.15058977406613352,-0.08209169706276571,0.36077679952533503,CS2_35,0.61439127
7,0.562660686001111,-0.16454994572745998,0.6051174072423519,0.07935272045970825,-0.1003940751794837,0.17150483514103695,CS2_35,0.6051174
8,0.5662551168474678,-0.8212492595286963,0.5501021976504806,0.30259661395194765,-0.04068977968735489,0.007457711015777704,CS2_35,0.5501022
9,0.5698495476938246,-0.24255517866038206,0.5959261866466554,0.25180932710947407,-0.03746579738658087,-0.011960668025477437,CS2_35,0.59592617
10,0.5734439785401813,-0.24427646494952415,0.5959297793853047,0.2451630465099794,-0.11338851021422307,0.4520647864764163,CS2_35,0.5959298
11,0.577038409386538,-0.28363339897296863,0.5959282709801145,0.2584688199398023,-0.23183556585798792,-5.160476680298018,CS2_35,0.59592825
12,0.5806328402328949,-0.28370008890898823,0.5959155425399887,0.46122529980926036,-0.22606691469174608,1.097693404628926,CS2_35,0.59591556
13,0.5842272710792515,-0.2422199225612165,0.5959880864846937,0.1877289505787767,-0.3021133654229058,0.9645943366423513,CS2_35,0.5959881
14,0.5878217019256083,-0.20702348523498132,0.6051698071885327,0.07286181569484015,-0.3211300382541939,0.919333001792128,CS2_35,0.60516983
15,0.5914161327719651,-0.2436681298085926,0.5776391060527147,0.021866832583631344,-0.3503626649962136,1.041220486649972,CS2_35,0.5776391
16,0.5950105636183218,-0.32472319805648364,0.5867622694149496,0.36003018139391596,-0.30699849224042003,0.6656288330559865,CS2_35,0.58676225
17,0.5986049944646786,-0.32479170543899477,0.5867379513297284,0.36003018139391596,-0.24526924905848377,0.5194711841063321,CS2_35,0.58673793
18,0.6021994253110354,-0.36599700057320156,0.5775538963938257,0.3667805743723945,-0.22580980186104077,0.4512135863571407,CS2_35,0.57755387
19,0.6057938561573921,-0.36597663108911255,0.5775551331658955,0.41746427732511077,-0.32492272078517775,0.9156595903833024,CS2_35,0.5775551
20,0.6093882870037489,-0.40709081204944236,0.5683891649585855,0.37354417958170755,-0.39387494963651626,1.0665180583068958,CS2_35,0.5683892
21,0.6129827178501057,-0.3291443247098782,0.5867973298780853,0.36003018139391596,-0.40448202249180815,1.0724585628583996,CS2_35,0.58679736
22,0.6165771486964624,-0.32449933303325146,0.5776355225692955,0.23852786418438357,-0.4284661079506287,1.1255132701234076,CS2_35,0.5776355
